,unimodal,moment_1,moment_2,moment_3,moment_4,q10,q20,q30,q40,q50,q60,q70,q80,q90
0.48828125,1.0,38772332.1934131,1.1996049990188274e+17,4.988013169353469e+26,2.1871241171187124e+36,913691.4775988146,1315274.9062093634,1653776.361265787,2068345.9683871232,2508423.0171719426,3124347.9559777607,4230002.7344171945,8069402.703370092,15468480.316380346
0.9765625,0.0,346822.39199989336,9778468736930.402,4.454547598917678e+20,2.1617721469359515e+28,20731.9809901234,25153.11245961672,29613.241399042872,36284.59132176518,42096.92596324286,48581.54729627265,55810.2334149583,70492.01078242651,104949.14576667374
1.46484375,0.0,21551.76318154908,19164549968.621864,2.7581111747349732e+16,4.423617123751858e+22,1933.2938488857312,2332.685908564262,2729.3255256917614,3010.0630419021422,3475.7713233435625,3987.837172437023,4852.53545338324,6338.991178659825,13230.523659269467
1.953125,1.0,4098.344025176951,582860755.6321844,167902640537981.66,5.4837765167550095e+19,454.48022004457295,536.9424386350489,629.2932075778247,688.5251266094459,788.6173982684124,930.379390642455,1304.7917285716742,2182.846162524001,3782.0816532388744
2.44140625,0.0,1289.2873634026328,41618990.00111795,3293110110139.3237,2.945845707158041e+17,149.92608437805,182.7573822811258,205.8648681309832,244.9446522603108,280.06720381853484,332.7785273703149,437.3751717709969,796.2517426644147,1656.5896821544443
2.9296875,0.0,625.903049931131,6146525.929128284,131833799306.04732,3591394553738225.5,67.96642668405126,81.45785539608201,95.49977392872268,111.76857361061722,128.80368344971802,156.70255666305175,182.55844147779638,287.6427166369051,710.9595377117843
3.41796875,0.0,332.1657635663339,907336.6757407985,8469179847.181331,98587468631090.17,82.96355721531008,99.5989658275552,115.38148145916853,129.35577531032337,157.762822854723,181.4559305673803,208.80377830505878,264.3788759254159,418.6262187129186
3.90625,1.0,199.6107931588838,120225.55780068933,297840531.5243223,1027844028066.6931,53.494401648161976,67.29100315812714,81.95926665557661,97.16058828670991,118.26773835872987,149.13099760916802,175.6436205680603,208.52870652895734,286.338252738853
4.39453125,1.0,67.39426150254263,19819.966673622428,20223772.25770503,28581100677.3629,14.234006713649041,18.416674343693302,22.411754341609704,27.002867443653912,31.36491267153658,35.89955646328289,43.82533461516552,58.755293845870376,138.58269884911437
4.8828125,0.0,29.870526333371107,2685.3569347503417,790126.3798022353,351284804.06221086,6.084798512449592,7.883398071336148,8.959921814930258,10.660504972963167,12.964306449715448,15.005765396313361,18.8897340818897,39.47851585975902,71.18580606947639
5.37109375,0.0,19.98639723735097,1064.3801397132802,135643.47352925982,25296517.702928968,3.6633363736247384,4.451369198216011,5.67836039822289,6.679376751016246,7.956593921201164,9.782107054394837,13.543025048319882,25.067210979702306,50.05340624100288
5.859375,0.0,17.412233123563382,1654.8718321558488,494423.36752536334,208393537.44535747,2.4523443303910186,3.136531388922984,4.006280094995145,4.704137279587686,5.526833176204562,6.560927982742527,9.01748753879667,19.387088900818384,39.975116968794694
6.34765625,0.0,11.810515921585889,710.6149819296346,129250.94990411667,30841699.85991103,1.927090350853774,2.4728705176364354,2.983000600647685,3.3589350481568125,3.9292001536278596,4.8042660397718135,5.835772094761466,13.856357620296116,25.985647091355887
6.8359375,1.0,7.790473381974614,158.57432274042253,7265.98773442464,468769.35981004866,1.464231543606874,1.7814750756657298,2.1788382955505985,2.508276918365706,2.999224064994545,3.6593786412820797,5.165876201291851,10.409654324998296,19.4506726691988
7.32421875,1.0,6.028630445933944,81.60414690687428,2812.3218850650665,139099.6887529095,1.3587652990440684,1.7421432653564268,2.143553874878053,2.4855391270660068,2.851616673924198,3.3168165433861216,4.496960980253303,6.316432853912691,14.1637134977319
7.8125,0.0,4.184140280487634,42.056398093566116,976.2535479567987,32810.55428364597,0.8879493767623617,1.1150964390936797,1.3250287786110435,1.5826371009408815,1.7666542530470066,2.1296012513167337,2.8560910168248683,4.1893032758546465,11.442424657941347
